-166.9811320754717 NA -151.52941176470588 -138.91666666666666 NA -158.58695652173913 -161.0 -151.92307692307693 NA NA NA NA NA
-160.52542372881356 NA -159.84615384615384 -152.75 NA -159.0 -129.375 -150.88888888888889 NA NA NA NA NA
-151.42857142857142 NA -123.9090909090909 -146.16666666666666 NA -151.7 -134.0 -152.1304347826087 NA NA NA NA NA
-149.8 NA -158.33333333333334 -153.76923076923077 NA -151.24 -141.0 -146.76 -150.0 NA NA NA NA
-148.73611111111111 NA -164.71428571428572 -132.23076923076923 NA -150.75 -155.83333333333334 -138.0909090909091 -155.0 NA NA NA NA
-162.48214285714286 NA -158.46153846153845 -150.9 NA -155.08333333333334 -198.4 -143.4878048780488 -150.33333333333334 NA NA NA NA
-157.19230769230768 NA -176.6153846153846 -160.73684210526315 NA -136.08333333333334 -172.5 -147.8780487804878 -85.5 NA NA NA NA
-157.57142857142858 NA -134.84615384615384 -157.0 NA -159.33333333333334 -184.77777777777777 -156.16129032258064 -119.5 NA NA NA NA
-167.125 NA -162.07692307692307 -145.82894736842104 NA -144.7826086956522 -155.28571428571428 -163.625 -124.5 NA NA NA NA
-135.42857142857142 NA -167.5 -141.63855421686748 NA -156.86666666666667 -155.04761904761904 -162.75 -152.5 NA NA NA NA
-107.14285714285714 NA -144.875 -163.45679012345678 NA -153.75 -154.76190476190476 -168.71428571428572 -156.0 NA NA NA NA
-141.0 NA -144.0 -151.44444444444446 NA -139.9375 -132.27272727272728 -144.33333333333334 -165.0 NA NA NA NA
-119.0 NA -142.75 -153.71428571428572 NA -142.375 -155.13636363636363 -150.0 -126.0 -171.0 NA NA NA
-175.625 NA -161.5 -149.81428571428572 NA -172.6875 -153.86363636363637 -139.75 -156.0 -167.0 NA NA NA
-117.875 NA -160.0625 -148.33333333333334 NA -163.875 -136.86363636363637 -147.33333333333334 -96.0 -167.35294117647058 -177.5 NA NA
-159.125 NA -158.1875 -155.92307692307693 NA -160.625 -163.5 -91.0 -172.0 -149.89655172413794 -177.0 NA NA
-152.375 NA -150.85 -151.22222222222223 NA -136.5625 -163.4090909090909 -89.5 -114.25 -146.8421052631579 -139.6 NA NA
-149.28571428571428 NA -139.55 -140.375 NA -129.5 -146.6086956521739 -133.5 -153.6 -147.15 -126.66666666666667 NA NA
-146.57142857142858 NA -144.45 -151.16216216216216 NA -130.625 -145.17391304347825 -115.75 -148.58823529411765 -145.43478260869566 -177.0 NA NA
-168.0 NA -147.8 -158.54166666666666 NA -141.3125 -141.79166666666666 -151.0 -146.0 -157.0 -171.72727272727272 -125.0 NA
-144.625 NA -163.4 -153.35714285714286 NA -154.8125 -142.08333333333334 -92.0 -171.92307692307693 -155.21052631578948 -152.6875 -159.0 NA
-123.0 NA -148.33333333333334 -139.70731707317074 NA -151.375 -143.08333333333334 -152.0 -175.75 -154.8421052631579 -149.1 -129.0 -199.0
-131.5 NA NA -138.6153846153846 NA -136.8125 -144.58333333333334 -157.5 -181.0 -158.94736842105263 -158.47619047619048 -138.5 -199.0
-165.2 NA NA -163.0 NA -154.875 -153.76 -169.0 -171.72727272727272 -142.26315789473685 -155.47619047619048 -146.4 -199.0
-170.33333333333334 NA NA -167.76190476190476 NA -141.6875 -146.56 -151.0 -150.92 -151.21052631578948 -153.57142857142858 -164.23076923076923 -199.0
-136.33333333333334 NA NA -158.20833333333334 NA -150.9375 -141.80769230769232 -90.0 -151.08695652173913 -164.68421052631578 -133.85714285714286 NA -199.0
-159.4 NA NA -143.46153846153845 NA -154.8125 -145.53846153846155 -195.0 -166.875 -157.0 -145.28571428571428 NA -199.0
-132.6 NA NA -138.60416666666666 NA -120.25 -141.65384615384616 -156.0 -169.71428571428572 -131.3684210526316 -149.57142857142858 NA -160.69230769230768
-159.4 NA NA -136.0 NA -136.25 -136.76923076923077 -101.0 -155.16666666666666 -156.2 -148.78571428571428 NA -126.64285714285714
-136.75 NA NA -148.32558139534885 NA -133.4375 -136.57692307692307 -154.0 -151.0909090909091 -131.85 -143.35714285714286 NA -153.5
