-199.0 NA NA NA NA NA NA NA NA NA NA NA NA
-199.0 NA NA NA NA NA NA NA NA NA NA NA NA
-199.0 -199.0 -199.0 -199.0 -199.0 -199.0 NA NA NA NA NA NA NA
-199.0 -199.0 -199.0 -199.0 -199.0 -199.0 -197.0 -199.0 NA NA NA NA NA
-189.77272727272728 -199.0 -193.14285714285714 -199.0 -192.34920634920636 -199.0 -189.0 -197.0 NA NA NA NA NA
-160.22857142857143 NA -156.64285714285714 -199.0 -199.0 -199.0 -178.92105263157896 -199.0 NA NA NA NA NA
-152.22916666666666 NA -156.85333333333332 -199.0 -147.66666666666666 -199.0 -191.5 -199.0 NA NA NA NA NA
-150.97802197802199 NA -129.0 -195.0 NA -190.6 -172.77272727272728 -199.0 NA NA NA NA NA
-157.7792207792208 NA -155.53125 -171.0 NA -170.27272727272728 -157.95652173913044 -199.0 NA NA NA NA NA
-159.65116279069767 NA -189.625 -166.30434782608697 NA -177.5 -152.73684210526315 -170.125 NA NA NA NA NA
-156.0126582278481 NA -193.25 -160.72413793103448 NA -184.0 -164.04545454545453 -186.14285714285714 NA NA NA NA NA
-141.32 NA -185.70833333333334 -150.8 NA -160.1764705882353 -158.0 -158.48387096774192 NA NA NA NA NA
-155.9655172413793 NA -164.33333333333334 -139.9047619047619 NA -152.3548387096774 -161.62962962962962 -172.9090909090909 NA NA NA NA NA
-151.66666666666666 NA -160.79310344827587 -151.0 NA -160.11111111111111 -161.54545454545453 -163.5 NA NA NA NA NA
-157.5 NA -153.51063829787233 -148.11764705882354 NA -150.66666666666666 -153.66666666666666 -166.44444444444446 NA NA NA NA NA
-152.72727272727272 NA -153.0 -157.94444444444446 NA -145.6086956521739 -127.0 -155.0 NA NA NA NA NA
-155.59459459459458 NA -156.0 -163.25 NA -127.52380952380952 -146.33333333333334 -155.68627450980392 NA NA NA NA NA
-143.58823529411765 NA -135.30434782608697 -128.13793103448276 NA -154.76923076923077 -169.8181818181818 -162.8095238095238 NA NA NA NA NA
-161.19148936170214 NA -163.7058823529412 -145.0 NA -159.11428571428573 -173.36363636363637 -166.03703703703704 NA NA NA NA NA
-160.68421052631578 NA -149.92307692307693 -158.52 NA -154.30188679245282 -199.0 -172.125 NA NA NA NA NA
