150 0 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0 0
51 14 18 28 29 10 0 0 0 0 0 0 0
25 28 14 36 8 12 23 6 0 0 0 0 0
22 13 14 10 63 3 11 14 0 0 0 0 0
70 0 14 3 4 15 38 4 0 0 0 0 0
48 0 75 10 3 4 6 3 0 0 0 0 0
91 0 12 12 0 10 22 3 0 0 0 0 0
77 0 32 3 0 11 23 3 0 0 0 0 0
86 0 8 23 0 4 19 8 0 0 0 0 0
79 0 8 29 0 5 22 7 0 0 0 0 0
50 0 24 20 0 17 9 31 0 0 0 0 0
29 0 21 21 0 31 27 22 0 0 0 0 0
24 0 29 51 0 27 11 6 0 0 0 0 0
16 0 47 51 0 12 6 18 0 0 0 0 0
11 0 36 54 0 23 5 20 0 0 0 0 0
37 0 34 4 0 21 3 51 0 0 0 0 0
17 0 23 29 0 26 11 42 0 0 0 0 0
47 0 17 12 0 35 11 27 0 0 0 0 0
38 0 26 25 0 53 1 8 0 0 0 0 0
53 0 17 12 0 46 10 13 0 0 0 0 0
59 0 13 12 0 22 8 36 0 0 0 0 0
63 0 11 12 0 10 8 46 0 0 0 0 0
65 0 9 13 0 25 9 25 3 0 0 0 0
72 0 7 13 0 40 6 11 2 0 0 0 0
56 0 13 20 0 12 5 41 3 0 0 0 0
52 0 13 19 0 12 10 41 2 0 0 0 0
35 0 13 38 0 21 9 31 2 0 0 0 0
8 0 13 76 0 23 21 8 2 0 0 0 0
7 0 14 83 0 15 21 8 2 0 0 0 0
7 0 16 81 0 16 21 7 2 0 0 0 0
7 0 16 81 0 16 22 6 2 0 0 0 0
7 0 16 77 0 16 22 5 2 5 0 0 0
8 0 16 70 0 16 22 4 2 11 0 0 0
8 0 16 63 0 16 22 3 2 17 2 0 0
8 0 16 52 0 16 22 2 2 29 2 0 0
8 0 20 54 0 16 22 2 4 19 5 0 0
7 0 20 48 0 16 23 2 10 20 3 0 0
7 0 20 37 0 16 23 4 17 23 2 0 0
4 0 20 48 0 16 24 1 5 19 11 2 0
8 0 20 14 0 16 24 1 13 19 32 2 0
2 0 18 41 0 16 24 1 4 19 20 3 1
2 0 0 39 0 16 24 2 5 19 21 20 1
5 0 0 23 0 16 25 1 22 19 21 15 3
3 0 0 21 0 16 25 1 25 19 21 13 4
15 0 0 24 0 16 26 1 23 19 21 0 4
15 0 0 39 0 16 26 1 8 19 21 0 3
5 0 0 48 0 16 26 1 7 19 14 0 13
5 0 0 11 0 16 26 1 42 20 14 0 14
4 0 0 43 0 16 26 1 11 20 14 0 14
